province_id,rgb,barony,county,duchy,kingdom,empire,graphical_region,mapping_scope,mapping_key,component_id,style_component_id,adjacency_warning,review_status,reason
16646,177:152:130,b_R162G242B203,c_R112G137B161,d_R144G248B154,k_R139G90B4,e_lower_sarne_dothraki,graphical_steppe,empire,e_lower_sarne_dothraki,1,2,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same steppe style, so the disconnection changes nothing."
16647,129:192:153,b_R120G249B123,c_R100G203B152,d_R15G248B48,k_R156G226B228,e_great_moraq,graphical_india,empire,e_great_moraq,1,2,,reviewed,Southern Essos island architecture
16649,157:189:125,b_R90G95B208,c_R222G88B16,d_R86G90B21,k_R210G77B73,e_great_grass_sea_dothraki,graphical_steppe,empire,e_great_grass_sea_dothraki,1,2,,reviewed,Dothraki grasslands
16650,159:148:185,b_R194G165B220,c_R210G199B12,d_R15G248B48,k_R156G226B228,e_great_moraq,graphical_india,empire,e_great_moraq,1,2,,reviewed,Southern Essos island architecture
16651,147:159:168,b_R15G163B71,c_R202G74B94,d_R15G248B48,k_R156G226B228,e_great_moraq,graphical_india,empire,e_great_moraq,1,2,,reviewed,Southern Essos island architecture
16652,226:145:88,b_R28G173B56,c_R139G140B244,d_R139G230B165,k_R53G172B250,e_qarth,graphical_mena,empire,e_qarth,1,1,,reviewed,Qartheen architectural family
16653,179:195:110,b_R237G173B228,c_R252G155B84,d_R58G212B41,k_R168G94B91,e_upper_sarne_dothraki,graphical_steppe,empire,e_upper_sarne_dothraki,1,2,,reviewed,Dothraki grasslands
16654,202:170:50,b_R25G31B203,c_R53G15B1,d_R166G215B77,k_R211G208B24,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16655,177:181:110,b_R166G171B230,c_R210G150B108,d_R116G189B167,k_R231G165B51,e_bone_mountain_dothraki,graphical_steppe,empire,e_bone_mountain_dothraki,1,2,,reviewed,Dothraki and Jogos frontier
16656,131:146:99,b_R149G78B156,c_R190G217B192,d_R115G196B72,k_R108G20B91,e_mossovy,graphical_siberia,empire,e_mossovy,1,2,,reviewed,Far northeastern forest realm
16657,92:164:127,b_R87G244B97,c_R241G41B64,d_R120G246B2,k_R99G48B179,e_ifequevron,graphical_siberia,empire,e_ifequevron,1,1,,reviewed,Northern forest realm
16658,171:208:80,b_R138G16B14,c_R34G150B152,d_R44G202B117,k_R209G123B86,e_great_grass_sea_dothraki,graphical_steppe,empire,e_great_grass_sea_dothraki,1,2,,reviewed,Dothraki grasslands
16659,240:158:83,b_R148G113B76,c_R56G107B88,d_R75G10B128,k_R12G166B33,e_jogos_nhai,graphical_steppe,empire,e_jogos_nhai,1,1,mapping_has_14_components,approved_disconnected,Jogos Nhai includes disconnected frontier components
16660,201:153:117,b_R221G232B94,c_R90G219B85,d_R104G144B83,k_R154G58B31,e_qarth,graphical_mena,empire,e_qarth,1,1,,reviewed,Qartheen architectural family
16661,67:136:111,b_R162G209B2,c_R52G110B24,d_R213G79B164,k_R184G38B67,e_ifequevron,graphical_siberia,empire,e_ifequevron,1,1,,reviewed,Northern forest realm
16662,102:125:119,b_R190G132B14,c_R154G70B171,d_R101G68B31,k_R43G49B154,,graphical_western,kingdom,k_R43G49B154,1,2,,reviewed,Further East leaves this generated kingdom without an empire parent and already assigns all 146 of its provinces to graphical_western upstream; this mapping agrees rather than restyling them.
16663,178:141:163,b_R188G114B142,c_R21G140B56,d_R138G49B42,k_R156G124B52,e_bone_mountain_dothraki,graphical_steppe,empire,e_bone_mountain_dothraki,1,2,,reviewed,Dothraki and Jogos frontier
16664,168:137:163,b_R142G234B84,c_R19G217B194,d_R187G205B225,k_R231G165B51,e_bone_mountain_dothraki,graphical_steppe,empire,e_bone_mountain_dothraki,1,2,,reviewed,Dothraki and Jogos frontier
16665,209:184:88,b_R25G107B65,c_R62G162B55,d_R100G209B15,k_R109G14B184,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16666,188:132:73,b_R239G196B98,c_R168G241B78,d_R24G149B3,k_R36G72B198,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16667,190:184:83,b_R176G7B28,c_R171G226B57,d_R149G140B85,k_R242G77B91,e_great_grass_sea_dothraki,graphical_steppe,empire,e_great_grass_sea_dothraki,1,2,,reviewed,Dothraki grasslands
16668,61:126:88,b_R71G40B93,c_R4G4B147,d_R224G40B228,k_R108G20B91,e_mossovy,graphical_siberia,empire,e_mossovy,1,2,,reviewed,Far northeastern forest realm
16670,108:113:78,b_R144G210B244,c_R214G97B244,d_R62G111B152,k_R220G136B191,e_ulthos,graphical_india,empire,e_ulthos,1,1,mapping_has_4_components,approved_disconnected,Ulthos includes a separately painted coastal component
16671,213:167:92,b_R149G74B196,c_R29G0B119,d_R129G169B173,k_R211G208B24,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16673,129:146:102,b_R115G76B84,c_R223G154B23,d_R180G130B18,k_R23G24B83,e_great_moraq,graphical_india,empire,e_great_moraq,1,2,,reviewed,Southern Essos island architecture
16674,171:209:132,b_R123G34B132,c_R255G27B216,d_R162G147B201,k_R141G138B52,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16676,149:176:96,b_R59G203B119,c_R227G226B150,d_R58G212B41,k_R168G94B91,e_upper_sarne_dothraki,graphical_steppe,empire,e_upper_sarne_dothraki,1,2,,reviewed,Dothraki grasslands
16677,179:126:105,b_R12G115B222,c_R174G86B138,d_R238G6B173,k_R198G145B136,e_cannibal_sands,graphical_east_asia,empire,e_cannibal_sands,1,2,mapping_has_2_components,approved_disconnected,Eastern Essos architectural family; EETLV v2.1 adds one isolated wilderness province
16678,151:160:143,b_R69G116B165,c_R32G97B240,d_R37G186B138,k_R255G238B153,e_hidden_sea,graphical_east_asia,empire,e_hidden_sea,1,2,,reviewed,Eastern Essos architectural family
16679,179:142:140,b_R8G31B44,c_R176G150B83,d_R60G23B175,k_R235G188B132,e_bloodless_men,graphical_east_asia,empire,e_bloodless_men,1,2,,reviewed,Eastern Essos architectural family
16681,216:229:94,b_R220G123B26,c_R174G180B213,d_R216G170B210,k_R70G69B253,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16682,234:163:43,b_R30G241B141,c_R216G90B239,d_R245G84B157,k_R12G166B33,e_jogos_nhai,graphical_steppe,empire,e_jogos_nhai,1,1,mapping_has_14_components,approved_disconnected,Jogos Nhai includes disconnected frontier components
16683,200:131:93,b_R109G215B4,c_R106G118B120,d_R140G191B33,k_R214G108B201,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16684,204:161:108,b_R204G154B149,c_R111G237B191,d_R15G243B61,k_R8G180B35,e_qarth,graphical_mena,empire,e_qarth,1,1,,reviewed,Qartheen architectural family
16685,205:196:84,b_R197G136B43,c_R208G47B255,d_R209G33B30,k_R56G176B148,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16686,169:158:119,b_R240G22B175,c_R240G22B175,d_eetlv_wilds_04,k_R77G224B134,e_jogos_nhai,graphical_steppe,empire,e_jogos_nhai,3,4,mapping_has_14_components,approved_disconnected,Jogos Nhai includes disconnected frontier components
16687,140:163:113,b_R213G56B91,c_R215G0B3,d_R90G171B108,k_R25G90B130,e_omber,graphical_steppe,empire,e_omber,1,2,,reviewed,Grassland and horse-culture architecture
16689,209:158:70,b_R2G76B231,c_R148G131B84,d_R205G235B19,k_R195G51B107,e_summer_isles,graphical_india,empire,e_summer_isles,2,6,mapping_has_14_components,approved_disconnected,Southern island architecture
16690,211:159:85,b_R199G52B225,c_R150G174B91,d_R222G151B16,k_R186G177B200,e_cannibal_sands,graphical_east_asia,empire,e_cannibal_sands,1,2,mapping_has_2_components,approved_disconnected,Eastern Essos architectural family; EETLV v2.1 adds one isolated wilderness province
16691,208:192:101,b_R171G160B252,c_R171G160B252,d_eetlv_wildm_01,k_R198G145B136,e_cannibal_sands,graphical_east_asia,empire,e_cannibal_sands,1,2,mapping_has_2_components,approved_disconnected,Eastern Essos architectural family; EETLV v2.1 adds one isolated wilderness province
16693,197:189:51,b_R76G12B186,c_R224G102B114,d_R140G100B36,k_R12G166B33,e_jogos_nhai,graphical_steppe,empire,e_jogos_nhai,1,1,mapping_has_14_components,approved_disconnected,Jogos Nhai includes disconnected frontier components
16694,83:134:65,b_R243G112B87,c_R245G235B225,d_R114G20B228,k_R13G236B229,e_sothoryos,graphical_sothoryos,empire,e_sothoryos,1,1,mapping_has_2_components,approved_disconnected,Preserve LoV Sothoryos visual policy
16695,188:126:132,b_R24G219B37,c_R125G116B219,d_R177G111B163,k_R195G51B107,e_summer_isles,graphical_india,empire,e_summer_isles,2,6,mapping_has_14_components,approved_disconnected,Southern island architecture
16697,72:122:60,b_R47G172B184,c_R234G69B202,d_R198G233B16,k_R13G236B229,e_sothoryos,graphical_sothoryos,empire,e_sothoryos,1,1,mapping_has_2_components,approved_disconnected,Preserve LoV Sothoryos visual policy
16698,183:167:70,b_R175G34B187,c_R74G115B119,d_R115G223B207,k_R35G68B68,e_lower_sarne_dothraki,graphical_steppe,empire,e_lower_sarne_dothraki,1,2,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same steppe style, so the disconnection changes nothing."
16700,137:190:93,b_R135G184B170,c_R61G112B44,d_R161G116B131,k_R139G90B4,e_lower_sarne_dothraki,graphical_steppe,empire,e_lower_sarne_dothraki,1,2,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same steppe style, so the disconnection changes nothing."
16701,229:164:98,b_R254G22B250,c_R46G59B165,d_R238G6B173,k_R198G145B136,e_cannibal_sands,graphical_east_asia,empire,e_cannibal_sands,1,2,mapping_has_2_components,approved_disconnected,Eastern Essos architectural family; EETLV v2.1 adds one isolated wilderness province
16702,198:178:82,b_R128G28B84,c_R33G129B20,d_R11G59B233,k_R72G217B95,e_lhazar,graphical_mena,empire,e_lhazar,1,1,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same Lhazarene style, so the disconnection changes nothing."
16703,88:128:99,b_R85G52B141,c_R243G248B14,d_R190G225B153,k_R13G236B229,e_sothoryos,graphical_sothoryos,empire,e_sothoryos,1,1,mapping_has_2_components,approved_disconnected,Preserve LoV Sothoryos visual policy
16704,170:173:92,b_R151G124B87,c_R168G110B90,d_R30G100B234,k_R205G146B11,e_lower_sarne_dothraki,graphical_steppe,empire,e_lower_sarne_dothraki,1,2,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same steppe style, so the disconnection changes nothing."
16705,162:111:149,b_R228G41B119,c_R164G209B114,d_R146G230B227,k_R156G124B52,e_bone_mountain_dothraki,graphical_steppe,empire,e_bone_mountain_dothraki,1,2,,reviewed,Dothraki and Jogos frontier
16706,199:140:119,b_R203G221B102,c_R248G43B58,d_R184G97B29,k_R77G224B134,e_jogos_nhai,graphical_steppe,empire,e_jogos_nhai,1,1,mapping_has_14_components,approved_disconnected,Jogos Nhai includes disconnected frontier components
16707,212:196:114,b_R87G4B142,c_R213G106B199,d_R246G63B205,k_R36G72B198,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16709,162:130:117,b_R96G222B13,c_R51G56B223,d_R17G4B254,k_R156G226B228,e_great_moraq,graphical_india,empire,e_great_moraq,1,2,,reviewed,Southern Essos island architecture
16710,168:122:92,b_R64G222B212,c_R136G41B163,d_R56G193B185,k_R153G161B35,e_jogos_nhai,graphical_steppe,empire,e_jogos_nhai,1,1,mapping_has_14_components,approved_disconnected,Jogos Nhai includes disconnected frontier components
16711,142:187:137,b_R13G30B140,c_R113G5B171,d_R212G121B105,k_R156G124B52,e_bone_mountain_dothraki,graphical_steppe,empire,e_bone_mountain_dothraki,1,2,,reviewed,Dothraki and Jogos frontier
16712,110:167:80,b_R37G187B211,c_R53G153B6,d_R107G171B160,k_R108G20B91,e_mossovy,graphical_siberia,empire,e_mossovy,1,2,,reviewed,Far northeastern forest realm
16713,161:140:64,b_R82G80B9,c_R202G73B52,d_R74G173B139,k_R150G96B205,e_lower_sarne_dothraki,graphical_steppe,empire,e_lower_sarne_dothraki,1,2,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same steppe style, so the disconnection changes nothing."
16714,216:166:92,b_R15G158B252,c_R138G189B244,d_R157G24B25,k_R74G86B203,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16716,239:218:121,b_R113G131B221,c_R103G18B247,d_R146G124B54,k_R211G109B66,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16717,200:190:98,b_R41G78B79,c_R247G131B236,d_R115G223B207,k_R35G68B68,e_lower_sarne_dothraki,graphical_steppe,empire,e_lower_sarne_dothraki,1,2,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same steppe style, so the disconnection changes nothing."
16718,195:207:97,b_R118G76B84,c_R97G162B45,d_R140G173B221,k_R109G14B184,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16719,145:163:167,b_R245G28B168,c_R113G116B60,d_R187G205B225,k_R231G165B51,e_bone_mountain_dothraki,graphical_steppe,empire,e_bone_mountain_dothraki,1,2,,reviewed,Dothraki and Jogos frontier
16720,135:175:44,b_R104G10B69,c_R106G65B191,d_R47G193B207,k_R20G51B137,e_leng,graphical_east_asia,empire,e_leng,1,4,mapping_has_2_components,approved_disconnected,Leng and Yi Ti architectural family
16722,223:145:54,b_R40G119B170,c_R139G239B137,d_R23G122B200,k_R60G250B117,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16723,171:167:84,b_R166G140B9,c_R204G90B66,d_R56G19B157,k_R168G94B91,e_upper_sarne_dothraki,graphical_steppe,empire,e_upper_sarne_dothraki,1,2,,reviewed,Dothraki grasslands
16724,180:185:85,b_R49G191B199,c_R168G110B90,d_R30G100B234,k_R205G146B11,e_lower_sarne_dothraki,graphical_steppe,empire,e_lower_sarne_dothraki,1,2,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same steppe style, so the disconnection changes nothing."
16725,203:216:101,b_R238G211B135,c_R152G208B220,d_R12G131B170,k_R248G119B247,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16726,84:122:87,b_R3G176B7,c_R135G76B46,d_R204G168B29,k_R99G48B179,e_ifequevron,graphical_siberia,empire,e_ifequevron,1,1,,reviewed,Northern forest realm
16727,172:175:68,b_R116G152B11,c_R151G3B104,d_R103G163B139,k_R195G51B107,e_summer_isles,graphical_india,empire,e_summer_isles,4,10,mapping_has_14_components,approved_disconnected,Southern island architecture
16728,165:138:87,b_R152G191B209,c_R153G120B230,d_R112G39B75,k_R153G161B35,e_jogos_nhai,graphical_steppe,empire,e_jogos_nhai,1,1,mapping_has_14_components,approved_disconnected,Jogos Nhai includes disconnected frontier components
16729,240:143:61,b_R6G177B151,c_R104G126B52,d_R122G121B140,k_R186G177B200,e_cannibal_sands,graphical_east_asia,empire,e_cannibal_sands,1,2,mapping_has_2_components,approved_disconnected,Eastern Essos architectural family; EETLV v2.1 adds one isolated wilderness province
16730,181:137:72,b_R254G119B25,c_R92G51B147,d_R50G233B173,k_R195G51B107,e_summer_isles,graphical_india,empire,e_summer_isles,4,10,mapping_has_14_components,approved_disconnected,Southern island architecture
16731,205:119:160,b_R155G248B116,c_R102G236B66,d_R239G205B48,k_R151G75B249,e_bloodless_men,graphical_east_asia,empire,e_bloodless_men,1,2,,reviewed,Eastern Essos architectural family
16733,113:163:89,b_R170G102B225,c_R58G192B117,d_R74G57B111,k_R74G160B176,e_ifequevron,graphical_siberia,empire,e_ifequevron,1,1,,reviewed,Northern forest realm
16734,223:172:89,b_R107G208B176,c_R233G73B246,d_R224G201B152,k_R60G250B117,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16735,108:141:100,b_R25G67B245,c_R42G20B18,d_R11G122B152,k_R43G49B154,,graphical_western,kingdom,k_R43G49B154,1,2,,reviewed,Further East leaves this generated kingdom without an empire parent and already assigns all 146 of its provinces to graphical_western upstream; this mapping agrees rather than restyling them.
16738,63:123:110,b_R175G52B226,c_R61G255B68,d_R34G180B238,k_R152G107B148,e_ulthos,graphical_india,empire,e_ulthos,1,1,mapping_has_4_components,approved_disconnected,Ulthos includes a separately painted coastal component
16740,184:159:144,b_R11G52B255,c_R116G139B91,d_R248G26B201,k_R139G90B4,e_lower_sarne_dothraki,graphical_steppe,empire,e_lower_sarne_dothraki,1,2,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same steppe style, so the disconnection changes nothing."
16741,139:150:112,b_R109G232B15,c_R43G223B64,d_R239G36B37,k_R38G162B191,e_lower_sarne_dothraki,graphical_steppe,empire,e_lower_sarne_dothraki,1,2,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same steppe style, so the disconnection changes nothing."
16742,199:133:153,b_R197G241B102,c_R191G108B174,d_R181G76B165,k_R235G188B132,e_bloodless_men,graphical_east_asia,empire,e_bloodless_men,1,2,,reviewed,Eastern Essos architectural family
16743,91:165:96,b_R195G73B184,c_R38G192B242,d_R224G40B228,k_R108G20B91,e_mossovy,graphical_siberia,empire,e_mossovy,1,2,,reviewed,Far northeastern forest realm
16745,94:155:66,b_R195G84B86,c_R184G153B118,d_R80G112B68,k_R184G38B67,e_ifequevron,graphical_siberia,empire,e_ifequevron,1,1,,reviewed,Northern forest realm
16746,183:184:119,b_R103G115B151,c_R149G32B50,d_R21G198B155,k_R209G123B86,e_great_grass_sea_dothraki,graphical_steppe,empire,e_great_grass_sea_dothraki,1,2,,reviewed,Dothraki grasslands
16747,184:171:110,b_R171G86B158,c_R27G85B254,d_R205G235B19,k_R195G51B107,e_summer_isles,graphical_india,empire,e_summer_isles,2,6,mapping_has_14_components,approved_disconnected,Southern island architecture
16748,161:122:135,b_R69G165B241,c_R198G242B16,d_R17G4B254,k_R156G226B228,e_great_moraq,graphical_india,empire,e_great_moraq,1,2,,reviewed,Southern Essos island architecture
16749,128:145:76,b_R18G5B112,c_R235G50B203,d_R107G171B160,k_R108G20B91,e_mossovy,graphical_siberia,empire,e_mossovy,1,2,,reviewed,Far northeastern forest realm
16751,217:170:68,b_R191G214B189,c_R55G121B83,d_R23G122B200,k_R60G250B117,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16752,189:162:125,b_R227G58B202,c_R59G229B102,d_R208G13B56,k_R62G247B214,e_jogos_nhai,graphical_steppe,empire,e_jogos_nhai,1,1,mapping_has_14_components,approved_disconnected,Jogos Nhai includes disconnected frontier components
16753,104:115:162,b_R215G5B204,c_R71G163B94,d_R77G214B155,k_R206G5B201,e_thousand_islands,graphical_east_asia,empire,e_thousand_islands,3,5,mapping_has_7_components,approved_disconnected,Eastern island architecture
16754,209:165:126,b_R176G206B101,c_R156G91B219,d_R255G214B152,k_R94G218B71,e_upper_sarne_dothraki,graphical_steppe,empire,e_upper_sarne_dothraki,1,2,,reviewed,Dothraki grasslands
16756,203:206:102,b_R228G77B254,c_R28G12B208,d_R224G121B183,k_R211G109B66,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16757,94:162:71,b_R162G178B112,c_R235G228B210,d_R23G248B166,k_R152G107B148,e_ulthos,graphical_india,empire,e_ulthos,1,1,mapping_has_4_components,approved_disconnected,Ulthos includes a separately painted coastal component
16758,197:181:111,b_R160G137B98,c_R158G255B162,d_R238G196B139,k_R72G217B95,e_lhazar,graphical_mena,empire,e_lhazar,1,1,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same Lhazarene style, so the disconnection changes nothing."
16759,120:148:89,b_R83G13B100,c_R155G88B127,d_R120G246B2,k_R99G48B179,e_ifequevron,graphical_siberia,empire,e_ifequevron,1,1,,reviewed,Northern forest realm
16760,201:189:94,b_R173G51B144,c_R202G124B220,d_R255G214B152,k_R94G218B71,e_upper_sarne_dothraki,graphical_steppe,empire,e_upper_sarne_dothraki,1,2,,reviewed,Dothraki grasslands
16761,232:174:84,b_R186G50B183,c_R141G96B231,d_R211G145B243,k_R209G123B86,e_great_grass_sea_dothraki,graphical_steppe,empire,e_great_grass_sea_dothraki,1,2,,reviewed,Dothraki grasslands
16762,170:197:82,b_R224G214B161,c_R185G171B107,d_R115G223B207,k_R35G68B68,e_lower_sarne_dothraki,graphical_steppe,empire,e_lower_sarne_dothraki,1,2,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same steppe style, so the disconnection changes nothing."
16763,162:147:105,b_R207G8B99,c_R65G188B8,d_R248G26B201,k_R139G90B4,e_lower_sarne_dothraki,graphical_steppe,empire,e_lower_sarne_dothraki,1,2,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same steppe style, so the disconnection changes nothing."
16764,217:184:123,b_R3G181B41,c_R92G31B40,d_R126G207B217,k_R59G108B107,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16765,180:146:129,b_R225G34B112,c_R114G205B52,d_R247G40B78,k_R231G165B51,e_bone_mountain_dothraki,graphical_steppe,empire,e_bone_mountain_dothraki,1,2,,reviewed,Dothraki and Jogos frontier
16766,219:178:140,b_R148G88B84,c_R145G5B240,d_R15G243B61,k_R8G180B35,e_qarth,graphical_mena,empire,e_qarth,1,1,,reviewed,Qartheen architectural family
16767,223:168:114,b_R114G111B23,c_R152G123B219,d_R95G51B86,k_R154G58B31,e_qarth,graphical_mena,empire,e_qarth,1,1,,reviewed,Qartheen architectural family
16768,207:185:86,b_R29G249B161,c_R241G186B114,d_R87G41B72,k_R58G101B215,e_upper_sarne_dothraki,graphical_steppe,empire,e_upper_sarne_dothraki,1,2,,reviewed,Dothraki grasslands
16769,193:158:124,b_R23G240B54,c_R170G221B248,d_R238G80B145,k_R94G218B71,e_upper_sarne_dothraki,graphical_steppe,empire,e_upper_sarne_dothraki,1,2,,reviewed,Dothraki grasslands
16772,191:140:125,b_R53G217B136,c_R21G140B56,d_R138G49B42,k_R156G124B52,e_bone_mountain_dothraki,graphical_steppe,empire,e_bone_mountain_dothraki,1,2,,reviewed,Dothraki and Jogos frontier
16773,193:149:118,b_R75G139B250,c_R44G179B228,d_R154G226B97,k_R8G180B35,e_qarth,graphical_mena,empire,e_qarth,1,1,,reviewed,Qartheen architectural family
16774,212:149:61,b_R10G3B160,c_R93G165B90,d_R100G209B15,k_R109G14B184,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16775,144:159:140,b_R251G15B54,c_R251G15B54,d_eetlv_wildm_13,k_R145G149B37,e_bloodless_men,graphical_east_asia,empire,e_bloodless_men,1,2,,reviewed,Eastern Essos architectural family
16776,124:145:112,b_R17G131B224,c_R234G9B205,d_R85G89B170,k_R167G104B59,e_mossovy,graphical_siberia,empire,e_mossovy,1,2,,reviewed,Far northeastern forest realm
16777,155:174:152,b_R148G14B169,c_R95G185B130,d_R123G214B68,k_R12G116B86,e_lesser_moraq,graphical_india,empire,e_lesser_moraq,1,3,mapping_has_7_components,approved_disconnected,Southern Essos island architecture
16778,167:144:133,b_R144G101B168,c_R222G137B105,d_R216G46B12,k_R156G124B52,e_bone_mountain_dothraki,graphical_steppe,empire,e_bone_mountain_dothraki,1,2,,reviewed,Dothraki and Jogos frontier
16779,213:167:120,b_R84G140B237,c_R70G133B21,d_R174G82B237,k_R60G250B117,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16780,206:128:95,b_R69G99B202,c_R204G231B249,d_R118G226B28,k_R56G176B148,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16781,130:136:105,b_R51G17B30,c_R173G21B219,d_R129G202B193,k_R99G48B179,e_ifequevron,graphical_siberia,empire,e_ifequevron,1,1,,reviewed,Northern forest realm
16782,168:201:83,b_R20G85B154,c_R22G218B115,d_R151G185B163,k_R93G216B215,e_upper_sarne_dothraki,graphical_steppe,empire,e_upper_sarne_dothraki,1,2,,reviewed,Dothraki grasslands
16783,153:197:128,b_R103G24B254,c_R103G24B254,d_eetlv_wild_02,k_R162G105B191,e_lhazar,graphical_mena,empire,e_lhazar,1,1,mapping_has_2_components,approved_disconnected,"Further East v4 split this empire into two landmasses; both are its own provinces and both take the same Lhazarene style, so the disconnection changes nothing."
16784,188:180:83,b_R252G222B177,c_R67G15B240,d_R255G46B176,k_R214G108B201,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16785,146:173:63,b_R44G86B116,c_R23G193B184,d_R167G120B47,k_R93G216B215,e_upper_sarne_dothraki,graphical_steppe,empire,e_upper_sarne_dothraki,1,2,,reviewed,Dothraki grasslands
16787,119:184:179,b_R21G0B109,c_R248G23B8,d_R32G208B71,k_R156G226B228,e_great_moraq,graphical_india,empire,e_great_moraq,1,2,,reviewed,Southern Essos island architecture
16788,151:157:151,b_R84G240B7,c_R227G184B120,d_R50G12B39,k_R156G226B228,e_great_moraq,graphical_india,empire,e_great_moraq,1,2,,reviewed,Southern Essos island architecture
16789,223:176:85,b_R247G202B85,c_R208G133B64,d_R126G207B217,k_R59G108B107,e_golden_yi_ti,graphical_east_asia,empire,e_golden_yi_ti,1,2,mapping_has_2_components,approved_disconnected,Yi Ti includes coastal and island components
16790,101:120:103,b_R252G193B211,c_R41G148B235,d_R1G24B200,k_R167G35B218,e_ulthos,graphical_india,empire,e_ulthos,1,1,mapping_has_4_components,approved_disconnected,Ulthos includes a separately painted coastal component
16791,204:187:107,b_R199G252B192,c_R119G10B128,d_R131G138B204,k_R209G123B86,e_great_grass_sea_dothraki,graphical_steppe,empire,e_great_grass_sea_dothraki,1,2,,reviewed,Dothraki grasslands
16792,167:193:174,b_R13G6B150,c_R9G134B51,d_R13G254B221,k_R12G116B86,e_lesser_moraq,graphical_india,empire,e_lesser_moraq,1,3,mapping_has_7_components,approved_disconnected,Southern Essos island architecture
